species1,species2,Trait Difference,Trait CI1,Trait CI2
Papio_hamadryas,Nycticebus_coucang,0.074,[0.00-0.04],[0.01-0.22]
Propithecus_coquereli,Nycticebus_coucang,0.003,[0.01-0.21],[0.01-0.22]
Saguinus_bicolor,Nycticebus_coucang,0.043,[0.00-0.15],[0.01-0.22]
Saguinus_imperator,Nycticebus_coucang,0.083,[0.00-0.05],[0.01-0.22]
Saguinus_midas,Nycticebus_coucang,0.083,[0.00-0.08],[0.01-0.22]
Saguinus_oedipus,Nycticebus_coucang,0.009,[0.04-0.12],[0.01-0.22]
Saimiri_sciureus,Nycticebus_coucang,0.032,[0.02-0.10],[0.01-0.22]
Sapajus_apella,Nycticebus_coucang,0.083,[0.00-0.07],[0.01-0.22]
Theropithecus_gelada,Nycticebus_coucang,0.064,[0.00-0.07],[0.01-0.22]
Trachypithecus_auratus,Nycticebus_coucang,0.046,[0.00-0.14],[0.01-0.22]
Trachypithecus_cristatus,Nycticebus_coucang,0.083,[0.00-0.07],[0.01-0.22]
Trachypithecus_francoisi,Nycticebus_coucang,0.017,[0.02-0.22],[0.01-0.22]
Varecia_rubra,Nycticebus_coucang,0.052,[0.06-0.23],[0.01-0.22]
Varecia_variegata,Nycticebus_coucang,0.088,[0.09-0.26],[0.01-0.22]
Alouatta_caraya,Nycticebus_pygmaeus,0.193,[0.00-0.12],[0.12-0.35]
Ateles_geoffroyi,Nycticebus_pygmaeus,0.038,[0.08-0.31],[0.12-0.35]
Callimico_goeldii,Nycticebus_pygmaeus,0.123,[0.04-0.18],[0.12-0.35]
Callithrix_geoffroyi,Nycticebus_pygmaeus,0.192,[0.00-0.12],[0.12-0.35]
Callithrix_jacchus,Nycticebus_pygmaeus,0.2,[0.00-0.09],[0.12-0.35]
Cebuella_pygmaea,Nycticebus_pygmaeus,0.176,[0.00-0.13],[0.12-0.35]
Cercopithecus_neglectus,Nycticebus_pygmaeus,0.189,[0.00-0.13],[0.12-0.35]
Colobus_guereza,Nycticebus_pygmaeus,0.183,[0.01-0.09],[0.12-0.35]
Eulemur_macaco,Nycticebus_pygmaeus,0.024,[0.08-0.35],[0.12-0.35]
Galago_moholi,Nycticebus_pygmaeus,0.162,[0.01-0.16],[0.12-0.35]
Galago_senegalensis,Nycticebus_pygmaeus,0.209,[0.00-0.06],[0.12-0.35]
Gorilla_gorilla,Nycticebus_pygmaeus,0.195,[0.00-0.08],[0.12-0.35]
Hylobates_lar,Nycticebus_pygmaeus,0.065,[0.07-0.28],[0.12-0.35]
Lemur_catta,Nycticebus_pygmaeus,0.093,[0.09-0.18],[0.12-0.35]
Leontopithecus_chrysomelas,Nycticebus_pygmaeus,0.107,[0.04-0.22],[0.12-0.35]
Leontopithecus_rosalia,Nycticebus_pygmaeus,0.169,[0.02-0.11],[0.12-0.35]
Macaca_fascicularis,Nycticebus_pygmaeus,0.224,[0.00-0.05],[0.12-0.35]
Macaca_fuscata,Nycticebus_pygmaeus,0.201,[0.00-0.09],[0.12-0.35]
Macaca_nigra,Nycticebus_pygmaeus,0.197,[0.00-0.10],[0.12-0.35]
Macaca_silenus,Nycticebus_pygmaeus,0.195,[0.00-0.08],[0.12-0.35]
Mandrillus_sphinx,Nycticebus_pygmaeus,0.18,[0.00-0.12],[0.12-0.35]
Mico_argentatus,Nycticebus_pygmaeus,0.224,[0.00-0.09],[0.12-0.35]
Microcebus_murinus,Nycticebus_pygmaeus,0.021,[0.14-0.36],[0.12-0.35]
Nycticebus_coucang,Nycticebus_pygmaeus,0.141,[0.01-0.22],[0.12-0.35]
Nycticebus_pygmaeus,Nycticebus_pygmaeus,0,[0.12-0.35],[0.12-0.35]
Pan_troglodytes,Nycticebus_pygmaeus,0.214,[0.00-0.04],[0.12-0.35]
Papio_hamadryas,Nycticebus_pygmaeus,0.215,[0.00-0.04],[0.12-0.35]
Propithecus_coquereli,Nycticebus_pygmaeus,0.144,[0.01-0.21],[0.12-0.35]
Saguinus_bicolor,Nycticebus_pygmaeus,0.184,[0.00-0.15],[0.12-0.35]
Saguinus_imperator,Nycticebus_pygmaeus,0.224,[0.00-0.05],[0.12-0.35]
Saguinus_midas,Nycticebus_pygmaeus,0.224,[0.00-0.08],[0.12-0.35]
Saguinus_oedipus,Nycticebus_pygmaeus,0.15,[0.04-0.12],[0.12-0.35]
Saimiri_sciureus,Nycticebus_pygmaeus,0.173,[0.02-0.10],[0.12-0.35]
Sapajus_apella,Nycticebus_pygmaeus,0.224,[0.00-0.07],[0.12-0.35]
Theropithecus_gelada,Nycticebus_pygmaeus,0.205,[0.00-0.07],[0.12-0.35]
Trachypithecus_auratus,Nycticebus_pygmaeus,0.187,[0.00-0.14],[0.12-0.35]
Trachypithecus_cristatus,Nycticebus_pygmaeus,0.224,[0.00-0.07],[0.12-0.35]
Trachypithecus_francoisi,Nycticebus_pygmaeus,0.124,[0.02-0.22],[0.12-0.35]
Varecia_rubra,Nycticebus_pygmaeus,0.089,[0.06-0.23],[0.12-0.35]
Varecia_variegata,Nycticebus_pygmaeus,0.053,[0.09-0.26],[0.12-0.35]
Alouatta_caraya,Pan_troglodytes,0.021,[0.00-0.12],[0.00-0.04]
Ateles_geoffroyi,Pan_troglodytes,0.176,[0.08-0.31],[0.00-0.04]
Callimico_goeldii,Pan_troglodytes,0.091,[0.04-0.18],[0.00-0.04]
Callithrix_geoffroyi,Pan_troglodytes,0.022,[0.00-0.12],[0.00-0.04]
Callithrix_jacchus,Pan_troglodytes,0.014,[0.00-0.09],[0.00-0.04]
Cebuella_pygmaea,Pan_troglodytes,0.038,[0.00-0.13],[0.00-0.04]
Cercopithecus_neglectus,Pan_troglodytes,0.025,[0.00-0.13],[0.00-0.04]
Colobus_guereza,Pan_troglodytes,0.031,[0.01-0.09],[0.00-0.04]
Eulemur_macaco,Pan_troglodytes,0.189,[0.08-0.35],[0.00-0.04]
Galago_moholi,Pan_troglodytes,0.052,[0.01-0.16],[0.00-0.04]
Galago_senegalensis,Pan_troglodytes,0.005,[0.00-0.06],[0.00-0.04]
Gorilla_gorilla,Pan_troglodytes,0.019,[0.00-0.08],[0.00-0.04]
Hylobates_lar,Pan_troglodytes,0.149,[0.07-0.28],[0.00-0.04]
Lemur_catta,Pan_troglodytes,0.121,[0.09-0.18],[0.00-0.04]
Leontopithecus_chrysomelas,Pan_troglodytes,0.107,[0.04-0.22],[0.00-0.04]
Leontopithecus_rosalia,Pan_troglodytes,0.045,[0.02-0.11],[0.00-0.04]
Macaca_fascicularis,Pan_troglodytes,0.011,[0.00-0.05],[0.00-0.04]
Macaca_fuscata,Pan_troglodytes,0.013,[0.00-0.09],[0.00-0.04]
Macaca_nigra,Pan_troglodytes,0.017,[0.00-0.10],[0.00-0.04]
Macaca_silenus,Pan_troglodytes,0.019,[0.00-0.08],[0.00-0.04]
Mandrillus_sphinx,Pan_troglodytes,0.034,[0.00-0.12],[0.00-0.04]
Mico_argentatus,Pan_troglodytes,0.011,[0.00-0.09],[0.00-0.04]
Microcebus_murinus,Pan_troglodytes,0.235,[0.14-0.36],[0.00-0.04]
Nycticebus_coucang,Pan_troglodytes,0.073,[0.01-0.22],[0.00-0.04]
Nycticebus_pygmaeus,Pan_troglodytes,0.214,[0.12-0.35],[0.00-0.04]
Pan_troglodytes,Pan_troglodytes,0,[0.00-0.04],[0.00-0.04]
Papio_hamadryas,Pan_troglodytes,0.001,[0.00-0.04],[0.00-0.04]
Propithecus_coquereli,Pan_troglodytes,0.069,[0.01-0.21],[0.00-0.04]
Saguinus_bicolor,Pan_troglodytes,0.029,[0.00-0.15],[0.00-0.04]
Saguinus_imperator,Pan_troglodytes,0.011,[0.00-0.05],[0.00-0.04]
Saguinus_midas,Pan_troglodytes,0.011,[0.00-0.08],[0.00-0.04]
Saguinus_oedipus,Pan_troglodytes,0.064,[0.04-0.12],[0.00-0.04]
Saimiri_sciureus,Pan_troglodytes,0.041,[0.02-0.10],[0.00-0.04]
Sapajus_apella,Pan_troglodytes,0.011,[0.00-0.07],[0.00-0.04]
Theropithecus_gelada,Pan_troglodytes,0.009,[0.00-0.07],[0.00-0.04]
Trachypithecus_auratus,Pan_troglodytes,0.027,[0.00-0.14],[0.00-0.04]
Trachypithecus_cristatus,Pan_troglodytes,0.011,[0.00-0.07],[0.00-0.04]
Trachypithecus_francoisi,Pan_troglodytes,0.089,[0.02-0.22],[0.00-0.04]
Varecia_rubra,Pan_troglodytes,0.125,[0.06-0.23],[0.00-0.04]
Varecia_variegata,Pan_troglodytes,0.161,[0.09-0.26],[0.00-0.04]
Alouatta_caraya,Papio_hamadryas,0.022,[0.00-0.12],[0.00-0.04]
Ateles_geoffroyi,Papio_hamadryas,0.176,[0.08-0.31],[0.00-0.04]
Callimico_goeldii,Papio_hamadryas,0.092,[0.04-0.18],[0.00-0.04]
Callithrix_geoffroyi,Papio_hamadryas,0.023,[0.00-0.12],[0.00-0.04]
Callithrix_jacchus,Papio_hamadryas,0.015,[0.00-0.09],[0.00-0.04]
Cebuella_pygmaea,Papio_hamadryas,0.039,[0.00-0.13],[0.00-0.04]
Cercopithecus_neglectus,Papio_hamadryas,0.026,[0.00-0.13],[0.00-0.04]
Colobus_guereza,Papio_hamadryas,0.032,[0.01-0.09],[0.00-0.04]
Eulemur_macaco,Papio_hamadryas,0.19,[0.08-0.35],[0.00-0.04]
Galago_moholi,Papio_hamadryas,0.053,[0.01-0.16],[0.00-0.04]
Galago_senegalensis,Papio_hamadryas,0.005,[0.00-0.06],[0.00-0.04]
Gorilla_gorilla,Papio_hamadryas,0.02,[0.00-0.08],[0.00-0.04]
Hylobates_lar,Papio_hamadryas,0.149,[0.07-0.28],[0.00-0.04]
Lemur_catta,Papio_hamadryas,0.121,[0.09-0.18],[0.00-0.04]
Leontopithecus_chrysomelas,Papio_hamadryas,0.108,[0.04-0.22],[0.00-0.04]
Leontopithecus_rosalia,Papio_hamadryas,0.046,[0.02-0.11],[0.00-0.04]
Macaca_fascicularis,Papio_hamadryas,0.01,[0.00-0.05],[0.00-0.04]
Macaca_fuscata,Papio_hamadryas,0.014,[0.00-0.09],[0.00-0.04]
Macaca_nigra,Papio_hamadryas,0.018,[0.00-0.10],[0.00-0.04]
Macaca_silenus,Papio_hamadryas,0.02,[0.00-0.08],[0.00-0.04]
Mandrillus_sphinx,Papio_hamadryas,0.035,[0.00-0.12],[0.00-0.04]
Mico_argentatus,Papio_hamadryas,0.01,[0.00-0.09],[0.00-0.04]
Microcebus_murinus,Papio_hamadryas,0.236,[0.14-0.36],[0.00-0.04]
Nycticebus_coucang,Papio_hamadryas,0.074,[0.01-0.22],[0.00-0.04]
Nycticebus_pygmaeus,Papio_hamadryas,0.215,[0.12-0.35],[0.00-0.04]
Pan_troglodytes,Papio_hamadryas,0.001,[0.00-0.04],[0.00-0.04]
Papio_hamadryas,Papio_hamadryas,0,[0.00-0.04],[0.00-0.04]
Propithecus_coquereli,Papio_hamadryas,0.07,[0.01-0.21],[0.00-0.04]
Saguinus_bicolor,Papio_hamadryas,0.03,[0.00-0.15],[0.00-0.04]
Saguinus_imperator,Papio_hamadryas,0.01,[0.00-0.05],[0.00-0.04]
Saguinus_midas,Papio_hamadryas,0.01,[0.00-0.08],[0.00-0.04]
Saguinus_oedipus,Papio_hamadryas,0.065,[0.04-0.12],[0.00-0.04]
Saimiri_sciureus,Papio_hamadryas,0.042,[0.02-0.10],[0.00-0.04]
Sapajus_apella,Papio_hamadryas,0.01,[0.00-0.07],[0.00-0.04]
Theropithecus_gelada,Papio_hamadryas,0.01,[0.00-0.07],[0.00-0.04]
Trachypithecus_auratus,Papio_hamadryas,0.027,[0.00-0.14],[0.00-0.04]
Trachypithecus_cristatus,Papio_hamadryas,0.01,[0.00-0.07],[0.00-0.04]
Trachypithecus_francoisi,Papio_hamadryas,0.09,[0.02-0.22],[0.00-0.04]
Varecia_rubra,Papio_hamadryas,0.126,[0.06-0.23],[0.00-0.04]
Varecia_variegata,Papio_hamadryas,0.161,[0.09-0.26],[0.00-0.04]
Alouatta_caraya,Propithecus_coquereli,0.049,[0.00-0.12],[0.01-0.21]
Ateles_geoffroyi,Propithecus_coquereli,0.106,[0.08-0.31],[0.01-0.21]
Callimico_goeldii,Propithecus_coquereli,0.021,[0.04-0.18],[0.01-0.21]
Callithrix_geoffroyi,Propithecus_coquereli,0.048,[0.00-0.12],[0.01-0.21]
Callithrix_jacchus,Propithecus_coquereli,0.056,[0.00-0.09],[0.01-0.21]
Cebuella_pygmaea,Propithecus_coquereli,0.031,[0.00-0.13],[0.01-0.21]
Cercopithecus_neglectus,Propithecus_coquereli,0.044,[0.00-0.13],[0.01-0.21]
Colobus_guereza,Propithecus_coquereli,0.039,[0.01-0.09],[0.01-0.21]
Eulemur_macaco,Propithecus_coquereli,0.12,[0.08-0.35],[0.01-0.21]
Galago_moholi,Propithecus_coquereli,0.018,[0.01-0.16],[0.01-0.21]
Galago_senegalensis,Propithecus_coquereli,0.065,[0.00-0.06],[0.01-0.21]
Gorilla_gorilla,Propithecus_coquereli,0.05,[0.00-0.08],[0.01-0.21]
Hylobates_lar,Propithecus_coquereli,0.079,[0.07-0.28],[0.01-0.21]
Lemur_catta,Propithecus_coquereli,0.051,[0.09-0.18],[0.01-0.21]
Leontopithecus_chrysomelas,Propithecus_coquereli,0.038,[0.04-0.22],[0.01-0.21]
Leontopithecus_rosalia,Propithecus_coquereli,0.024,[0.02-0.11],[0.01-0.21]
Macaca_fascicularis,Propithecus_coquereli,0.08,[0.00-0.05],[0.01-0.21]
Macaca_fuscata,Propithecus_coquereli,0.057,[0.00-0.09],[0.01-0.21]
Macaca_nigra,Propithecus_coquereli,0.052,[0.00-0.10],[0.01-0.21]
Macaca_silenus,Propithecus_coquereli,0.051,[0.00-0.08],[0.01-0.21]
Mandrillus_sphinx,Propithecus_coquereli,0.036,[0.00-0.12],[0.01-0.21]
Mico_argentatus,Propithecus_coquereli,0.08,[0.00-0.09],[0.01-0.21]
Microcebus_murinus,Propithecus_coquereli,0.166,[0.14-0.36],[0.01-0.21]
Nycticebus_coucang,Propithecus_coquereli,0.003,[0.01-0.22],[0.01-0.21]
Nycticebus_pygmaeus,Propithecus_coquereli,0.144,[0.12-0.35],[0.01-0.21]
Pan_troglodytes,Propithecus_coquereli,0.069,[0.00-0.04],[0.01-0.21]
Papio_hamadryas,Propithecus_coquereli,0.07,[0.00-0.04],[0.01-0.21]
Propithecus_coquereli,Propithecus_coquereli,0,[0.01-0.21],[0.01-0.21]
Saguinus_bicolor,Propithecus_coquereli,0.04,[0.00-0.15],[0.01-0.21]
Saguinus_imperator,Propithecus_coquereli,0.08,[0.00-0.05],[0.01-0.21]
Saguinus_midas,Propithecus_coquereli,0.08,[0.00-0.08],[0.01-0.21]
Saguinus_oedipus,Propithecus_coquereli,0.005,[0.04-0.12],[0.01-0.21]
Saimiri_sciureus,Propithecus_coquereli,0.028,[0.02-0.10],[0.01-0.21]
Sapajus_apella,Propithecus_coquereli,0.08,[0.00-0.07],[0.01-0.21]
Theropithecus_gelada,Propithecus_coquereli,0.061,[0.00-0.07],[0.01-0.21]
Trachypithecus_auratus,Propithecus_coquereli,0.043,[0.00-0.14],[0.01-0.21]
Trachypithecus_cristatus,Propithecus_coquereli,0.08,[0.00-0.07],[0.01-0.21]
Trachypithecus_francoisi,Propithecus_coquereli,0.02,[0.02-0.22],[0.01-0.21]
Varecia_rubra,Propithecus_coquereli,0.056,[0.06-0.23],[0.01-0.21]
Varecia_variegata,Propithecus_coquereli,0.091,[0.09-0.26],[0.01-0.21]
Alouatta_caraya,Saguinus_bicolor,0.009,[0.00-0.12],[0.00-0.15]
Ateles_geoffroyi,Saguinus_bicolor,0.146,[0.08-0.31],[0.00-0.15]
Callimico_goeldii,Saguinus_bicolor,0.061,[0.04-0.18],[0.00-0.15]
Callithrix_geoffroyi,Saguinus_bicolor,0.008,[0.00-0.12],[0.00-0.15]
Callithrix_jacchus,Saguinus_bicolor,0.016,[0.00-0.09],[0.00-0.15]
Cebuella_pygmaea,Saguinus_bicolor,0.009,[0.00-0.13],[0.00-0.15]
Cercopithecus_neglectus,Saguinus_bicolor,0.004,[0.00-0.13],[0.00-0.15]
Colobus_guereza,Saguinus_bicolor,0.001,[0.01-0.09],[0.00-0.15]
Eulemur_macaco,Saguinus_bicolor,0.16,[0.08-0.35],[0.00-0.15]
Galago_moholi,Saguinus_bicolor,0.022,[0.01-0.16],[0.00-0.15]
Galago_senegalensis,Saguinus_bicolor,0.025,[0.00-0.06],[0.00-0.15]
Gorilla_gorilla,Saguinus_bicolor,0.01,[0.00-0.08],[0.00-0.15]
Hylobates_lar,Saguinus_bicolor,0.119,[0.07-0.28],[0.00-0.15]
Lemur_catta,Saguinus_bicolor,0.091,[0.09-0.18],[0.00-0.15]
Leontopithecus_chrysomelas,Saguinus_bicolor,0.078,[0.04-0.22],[0.00-0.15]
Leontopithecus_rosalia,Saguinus_bicolor,0.016,[0.02-0.11],[0.00-0.15]
Macaca_fascicularis,Saguinus_bicolor,0.04,[0.00-0.05],[0.00-0.15]
Macaca_fuscata,Saguinus_bicolor,0.017,[0.00-0.09],[0.00-0.15]
Macaca_nigra,Saguinus_bicolor,0.012,[0.00-0.10],[0.00-0.15]
Macaca_silenus,Saguinus_bicolor,0.011,[0.00-0.08],[0.00-0.15]
Mandrillus_sphinx,Saguinus_bicolor,0.004,[0.00-0.12],[0.00-0.15]
Mico_argentatus,Saguinus_bicolor,0.04,[0.00-0.09],[0.00-0.15]
Microcebus_murinus,Saguinus_bicolor,0.206,[0.14-0.36],[0.00-0.15]
Nycticebus_coucang,Saguinus_bicolor,0.043,[0.01-0.22],[0.00-0.15]
Nycticebus_pygmaeus,Saguinus_bicolor,0.184,[0.12-0.35],[0.00-0.15]
Pan_troglodytes,Saguinus_bicolor,0.029,[0.00-0.04],[0.00-0.15]
Papio_hamadryas,Saguinus_bicolor,0.03,[0.00-0.04],[0.00-0.15]
Propithecus_coquereli,Saguinus_bicolor,0.04,[0.01-0.21],[0.00-0.15]
Saguinus_bicolor,Saguinus_bicolor,0,[0.00-0.15],[0.00-0.15]
Saguinus_imperator,Saguinus_bicolor,0.04,[0.00-0.05],[0.00-0.15]
Saguinus_midas,Saguinus_bicolor,0.04,[0.00-0.08],[0.00-0.15]
Saguinus_oedipus,Saguinus_bicolor,0.035,[0.04-0.12],[0.00-0.15]
Saimiri_sciureus,Saguinus_bicolor,0.012,[0.02-0.10],[0.00-0.15]
Sapajus_apella,Saguinus_bicolor,0.04,[0.00-0.07],[0.00-0.15]
Theropithecus_gelada,Saguinus_bicolor,0.021,[0.00-0.07],[0.00-0.15]
Trachypithecus_auratus,Saguinus_bicolor,0.003,[0.00-0.14],[0.00-0.15]
Trachypithecus_cristatus,Saguinus_bicolor,0.04,[0.00-0.07],[0.00-0.15]
Trachypithecus_francoisi,Saguinus_bicolor,0.06,[0.02-0.22],[0.00-0.15]
Varecia_rubra,Saguinus_bicolor,0.096,[0.06-0.23],[0.00-0.15]
Varecia_variegata,Saguinus_bicolor,0.131,[0.09-0.26],[0.00-0.15]
Alouatta_caraya,Saguinus_imperator,0.031,[0.00-0.12],[0.00-0.05]
Ateles_geoffroyi,Saguinus_imperator,0.186,[0.08-0.31],[0.00-0.05]
Callimico_goeldii,Saguinus_imperator,0.101,[0.04-0.18],[0.00-0.05]
Callithrix_geoffroyi,Saguinus_imperator,0.032,[0.00-0.12],[0.00-0.05]
Callithrix_jacchus,Saguinus_imperator,0.024,[0.00-0.09],[0.00-0.05]
Cebuella_pygmaea,Saguinus_imperator,0.049,[0.00-0.13],[0.00-0.05]
Cercopithecus_neglectus,Saguinus_imperator,0.036,[0.00-0.13],[0.00-0.05]
Colobus_guereza,Saguinus_imperator,0.041,[0.01-0.09],[0.00-0.05]
Eulemur_macaco,Saguinus_imperator,0.2,[0.08-0.35],[0.00-0.05]
Galago_moholi,Saguinus_imperator,0.062,[0.01-0.16],[0.00-0.05]
Galago_senegalensis,Saguinus_imperator,0.015,[0.00-0.06],[0.00-0.05]
Gorilla_gorilla,Saguinus_imperator,0.03,[0.00-0.08],[0.00-0.05]
Hylobates_lar,Saguinus_imperator,0.159,[0.07-0.28],[0.00-0.05]
Lemur_catta,Saguinus_imperator,0.131,[0.09-0.18],[0.00-0.05]
Leontopithecus_chrysomelas,Saguinus_imperator,0.118,[0.04-0.22],[0.00-0.05]
Leontopithecus_rosalia,Saguinus_imperator,0.056,[0.02-0.11],[0.00-0.05]
Macaca_fascicularis,Saguinus_imperator,0,[0.00-0.05],[0.00-0.05]
Macaca_fuscata,Saguinus_imperator,0.023,[0.00-0.09],[0.00-0.05]
Macaca_nigra,Saguinus_imperator,0.028,[0.00-0.10],[0.00-0.05]
Macaca_silenus,Saguinus_imperator,0.029,[0.00-0.08],[0.00-0.05]
Mandrillus_sphinx,Saguinus_imperator,0.044,[0.00-0.12],[0.00-0.05]
Mico_argentatus,Saguinus_imperator,0,[0.00-0.09],[0.00-0.05]
Microcebus_murinus,Saguinus_imperator,0.246,[0.14-0.36],[0.00-0.05]
Nycticebus_coucang,Saguinus_imperator,0.083,[0.01-0.22],[0.00-0.05]
Nycticebus_pygmaeus,Saguinus_imperator,0.224,[0.12-0.35],[0.00-0.05]
Pan_troglodytes,Saguinus_imperator,0.011,[0.00-0.04],[0.00-0.05]
Papio_hamadryas,Saguinus_imperator,0.01,[0.00-0.04],[0.00-0.05]
Propithecus_coquereli,Saguinus_imperator,0.08,[0.01-0.21],[0.00-0.05]
Saguinus_bicolor,Saguinus_imperator,0.04,[0.00-0.15],[0.00-0.05]
Saguinus_imperator,Saguinus_imperator,0,[0.00-0.05],[0.00-0.05]
Saguinus_midas,Saguinus_imperator,0,[0.00-0.08],[0.00-0.05]
Saguinus_oedipus,Saguinus_imperator,0.075,[0.04-0.12],[0.00-0.05]
Saimiri_sciureus,Saguinus_imperator,0.052,[0.02-0.10],[0.00-0.05]
Sapajus_apella,Saguinus_imperator,0,[0.00-0.07],[0.00-0.05]
Theropithecus_gelada,Saguinus_imperator,0.019,[0.00-0.07],[0.00-0.05]
Trachypithecus_auratus,Saguinus_imperator,0.037,[0.00-0.14],[0.00-0.05]
Trachypithecus_cristatus,Saguinus_imperator,0,[0.00-0.07],[0.00-0.05]
Trachypithecus_francoisi,Saguinus_imperator,0.1,[0.02-0.22],[0.00-0.05]
Varecia_rubra,Saguinus_imperator,0.136,[0.06-0.23],[0.00-0.05]
Varecia_variegata,Saguinus_imperator,0.171,[0.09-0.26],[0.00-0.05]
Alouatta_caraya,Saguinus_midas,0.031,[0.00-0.12],[0.00-0.08]
Ateles_geoffroyi,Saguinus_midas,0.186,[0.08-0.31],[0.00-0.08]
Callimico_goeldii,Saguinus_midas,0.101,[0.04-0.18],[0.00-0.08]
Callithrix_geoffroyi,Saguinus_midas,0.032,[0.00-0.12],[0.00-0.08]
Callithrix_jacchus,Saguinus_midas,0.024,[0.00-0.09],[0.00-0.08]
Cebuella_pygmaea,Saguinus_midas,0.049,[0.00-0.13],[0.00-0.08]
Cercopithecus_neglectus,Saguinus_midas,0.036,[0.00-0.13],[0.00-0.08]
Colobus_guereza,Saguinus_midas,0.041,[0.01-0.09],[0.00-0.08]
Eulemur_macaco,Saguinus_midas,0.2,[0.08-0.35],[0.00-0.08]
Galago_moholi,Saguinus_midas,0.062,[0.01-0.16],[0.00-0.08]
Galago_senegalensis,Saguinus_midas,0.015,[0.00-0.06],[0.00-0.08]
Gorilla_gorilla,Saguinus_midas,0.03,[0.00-0.08],[0.00-0.08]
Hylobates_lar,Saguinus_midas,0.159,[0.07-0.28],[0.00-0.08]
Lemur_catta,Saguinus_midas,0.131,[0.09-0.18],[0.00-0.08]
Leontopithecus_chrysomelas,Saguinus_midas,0.118,[0.04-0.22],[0.00-0.08]
Leontopithecus_rosalia,Saguinus_midas,0.056,[0.02-0.11],[0.00-0.08]
Macaca_fascicularis,Saguinus_midas,0,[0.00-0.05],[0.00-0.08]
Macaca_fuscata,Saguinus_midas,0.023,[0.00-0.09],[0.00-0.08]
Macaca_nigra,Saguinus_midas,0.028,[0.00-0.10],[0.00-0.08]
Macaca_silenus,Saguinus_midas,0.029,[0.00-0.08],[0.00-0.08]
Mandrillus_sphinx,Saguinus_midas,0.044,[0.00-0.12],[0.00-0.08]
Mico_argentatus,Saguinus_midas,0,[0.00-0.09],[0.00-0.08]
Microcebus_murinus,Saguinus_midas,0.246,[0.14-0.36],[0.00-0.08]
Nycticebus_coucang,Saguinus_midas,0.083,[0.01-0.22],[0.00-0.08]
Nycticebus_pygmaeus,Saguinus_midas,0.224,[0.12-0.35],[0.00-0.08]
Pan_troglodytes,Saguinus_midas,0.011,[0.00-0.04],[0.00-0.08]
Papio_hamadryas,Saguinus_midas,0.01,[0.00-0.04],[0.00-0.08]
Propithecus_coquereli,Saguinus_midas,0.08,[0.01-0.21],[0.00-0.08]
Saguinus_bicolor,Saguinus_midas,0.04,[0.00-0.15],[0.00-0.08]
Saguinus_imperator,Saguinus_midas,0,[0.00-0.05],[0.00-0.08]
Saguinus_midas,Saguinus_midas,0,[0.00-0.08],[0.00-0.08]
Saguinus_oedipus,Saguinus_midas,0.075,[0.04-0.12],[0.00-0.08]
Saimiri_sciureus,Saguinus_midas,0.052,[0.02-0.10],[0.00-0.08]
Sapajus_apella,Saguinus_midas,0,[0.00-0.07],[0.00-0.08]
Theropithecus_gelada,Saguinus_midas,0.019,[0.00-0.07],[0.00-0.08]
Trachypithecus_auratus,Saguinus_midas,0.037,[0.00-0.14],[0.00-0.08]
Trachypithecus_cristatus,Saguinus_midas,0,[0.00-0.07],[0.00-0.08]
Trachypithecus_francoisi,Saguinus_midas,0.1,[0.02-0.22],[0.00-0.08]
Varecia_rubra,Saguinus_midas,0.136,[0.06-0.23],[0.00-0.08]
Varecia_variegata,Saguinus_midas,0.171,[0.09-0.26],[0.00-0.08]
Alouatta_caraya,Saguinus_oedipus,0.043,[0.00-0.12],[0.04-0.12]
Ateles_geoffroyi,Saguinus_oedipus,0.111,[0.08-0.31],[0.04-0.12]
Callimico_goeldii,Saguinus_oedipus,0.027,[0.04-0.18],[0.04-0.12]
Callithrix_geoffroyi,Saguinus_oedipus,0.042,[0.00-0.12],[0.04-0.12]
Callithrix_jacchus,Saguinus_oedipus,0.05,[0.00-0.09],[0.04-0.12]
Cebuella_pygmaea,Saguinus_oedipus,0.026,[0.00-0.13],[0.04-0.12]
Cercopithecus_neglectus,Saguinus_oedipus,0.039,[0.00-0.13],[0.04-0.12]
Colobus_guereza,Saguinus_oedipus,0.033,[0.01-0.09],[0.04-0.12]
Eulemur_macaco,Saguinus_oedipus,0.125,[0.08-0.35],[0.04-0.12]
Galago_moholi,Saguinus_oedipus,0.012,[0.01-0.16],[0.04-0.12]
Galago_senegalensis,Saguinus_oedipus,0.059,[0.00-0.06],[0.04-0.12]
Gorilla_gorilla,Saguinus_oedipus,0.045,[0.00-0.08],[0.04-0.12]
Hylobates_lar,Saguinus_oedipus,0.084,[0.07-0.28],[0.04-0.12]
Lemur_catta,Saguinus_oedipus,0.057,[0.09-0.18],[0.04-0.12]
Leontopithecus_chrysomelas,Saguinus_oedipus,0.043,[0.04-0.22],[0.04-0.12]
Leontopithecus_rosalia,Saguinus_oedipus,0.019,[0.02-0.11],[0.04-0.12]
Macaca_fascicularis,Saguinus_oedipus,0.075,[0.00-0.05],[0.04-0.12]
Macaca_fuscata,Saguinus_oedipus,0.051,[0.00-0.09],[0.04-0.12]
Macaca_nigra,Saguinus_oedipus,0.047,[0.00-0.10],[0.04-0.12]
Macaca_silenus,Saguinus_oedipus,0.045,[0.00-0.08],[0.04-0.12]
Mandrillus_sphinx,Saguinus_oedipus,0.03,[0.00-0.12],[0.04-0.12]
