species1,species2,Trait Difference,Trait CI1,Trait CI2
Pan_troglodytes,Nycticebus_coucang,0.085,[0.10-0.25],[0.01-0.22]
Papio_hamadryas,Nycticebus_coucang,0.035,[0.01-0.10],[0.01-0.22]
Propithecus_coquereli,Nycticebus_coucang,0.077,[0.04-0.32],[0.01-0.22]
Saguinus_bicolor,Nycticebus_coucang,0.043,[0.00-0.15],[0.01-0.22]
Saguinus_imperator,Nycticebus_coucang,0.083,[0.00-0.05],[0.01-0.22]
Saguinus_midas,Nycticebus_coucang,0.083,[0.00-0.08],[0.01-0.22]
Saguinus_oedipus,Nycticebus_coucang,0.088,[0.11-0.24],[0.01-0.22]
Saimiri_sciureus,Nycticebus_coucang,0.006,[0.04-0.13],[0.01-0.22]
Sapajus_apella,Nycticebus_coucang,0.032,[0.02-0.25],[0.01-0.22]
Theropithecus_gelada,Nycticebus_coucang,0.064,[0.00-0.07],[0.01-0.22]
Trachypithecus_auratus,Nycticebus_coucang,0.046,[0.00-0.14],[0.01-0.22]
Trachypithecus_cristatus,Nycticebus_coucang,0.048,[0.00-0.13],[0.01-0.22]
Trachypithecus_francoisi,Nycticebus_coucang,0.05,[0.04-0.27],[0.01-0.22]
Varecia_rubra,Nycticebus_coucang,0.103,[0.10-0.29],[0.01-0.22]
Varecia_variegata,Nycticebus_coucang,0.127,[0.13-0.31],[0.01-0.22]
Alouatta_caraya,Nycticebus_pygmaeus,0.14,[0.03-0.25],[0.15-0.39]
Ateles_geoffroyi,Nycticebus_pygmaeus,0.037,[0.18-0.44],[0.15-0.39]
Callimico_goeldii,Nycticebus_pygmaeus,0.048,[0.13-0.32],[0.15-0.39]
Callithrix_geoffroyi,Nycticebus_pygmaeus,0.169,[0.02-0.22],[0.15-0.39]
Callithrix_jacchus,Nycticebus_pygmaeus,0.241,[0.00-0.09],[0.15-0.39]
Cebuella_pygmaea,Nycticebus_pygmaeus,0.168,[0.03-0.20],[0.15-0.39]
Cercopithecus_neglectus,Nycticebus_pygmaeus,0.194,[0.01-0.19],[0.15-0.39]
Colobus_guereza,Nycticebus_pygmaeus,0.162,[0.05-0.17],[0.15-0.39]
Eulemur_macaco,Nycticebus_pygmaeus,0.035,[0.15-0.47],[0.15-0.39]
Galago_moholi,Nycticebus_pygmaeus,0.172,[0.02-0.21],[0.15-0.39]
Galago_senegalensis,Nycticebus_pygmaeus,0.25,[0.00-0.06],[0.15-0.39]
Gorilla_gorilla,Nycticebus_pygmaeus,0.056,[0.12-0.31],[0.15-0.39]
Hylobates_lar,Nycticebus_pygmaeus,0.106,[0.07-0.28],[0.15-0.39]
Lemur_catta,Nycticebus_pygmaeus,0.11,[0.11-0.20],[0.15-0.39]
Leontopithecus_chrysomelas,Nycticebus_pygmaeus,0.148,[0.04-0.22],[0.15-0.39]
Leontopithecus_rosalia,Nycticebus_pygmaeus,0.143,[0.06-0.20],[0.15-0.39]
Macaca_fascicularis,Nycticebus_pygmaeus,0.211,[0.00-0.14],[0.15-0.39]
Macaca_fuscata,Nycticebus_pygmaeus,0.172,[0.02-0.19],[0.15-0.39]
Macaca_nigra,Nycticebus_pygmaeus,0.238,[0.00-0.10],[0.15-0.39]
Macaca_silenus,Nycticebus_pygmaeus,0.177,[0.03-0.16],[0.15-0.39]
Mandrillus_sphinx,Nycticebus_pygmaeus,0.176,[0.02-0.18],[0.15-0.39]
Mico_argentatus,Nycticebus_pygmaeus,0.215,[0.00-0.18],[0.15-0.39]
Microcebus_murinus,Nycticebus_pygmaeus,0.02,[0.14-0.36],[0.15-0.39]
Nycticebus_coucang,Nycticebus_pygmaeus,0.182,[0.01-0.22],[0.15-0.39]
Nycticebus_pygmaeus,Nycticebus_pygmaeus,0,[0.15-0.39],[0.15-0.39]
Pan_troglodytes,Nycticebus_pygmaeus,0.097,[0.10-0.25],[0.15-0.39]
Papio_hamadryas,Nycticebus_pygmaeus,0.217,[0.01-0.10],[0.15-0.39]
Propithecus_coquereli,Nycticebus_pygmaeus,0.105,[0.04-0.32],[0.15-0.39]
Saguinus_bicolor,Nycticebus_pygmaeus,0.225,[0.00-0.15],[0.15-0.39]
Saguinus_imperator,Nycticebus_pygmaeus,0.265,[0.00-0.05],[0.15-0.39]
Saguinus_midas,Nycticebus_pygmaeus,0.265,[0.00-0.08],[0.15-0.39]
Saguinus_oedipus,Nycticebus_pygmaeus,0.094,[0.11-0.24],[0.15-0.39]
Saimiri_sciureus,Nycticebus_pygmaeus,0.188,[0.04-0.13],[0.15-0.39]
Sapajus_apella,Nycticebus_pygmaeus,0.15,[0.02-0.25],[0.15-0.39]
Theropithecus_gelada,Nycticebus_pygmaeus,0.246,[0.00-0.07],[0.15-0.39]
Trachypithecus_auratus,Nycticebus_pygmaeus,0.228,[0.00-0.14],[0.15-0.39]
Trachypithecus_cristatus,Nycticebus_pygmaeus,0.23,[0.00-0.13],[0.15-0.39]
Trachypithecus_francoisi,Nycticebus_pygmaeus,0.132,[0.04-0.27],[0.15-0.39]
Varecia_rubra,Nycticebus_pygmaeus,0.079,[0.10-0.29],[0.15-0.39]
Varecia_variegata,Nycticebus_pygmaeus,0.055,[0.13-0.31],[0.15-0.39]
Alouatta_caraya,Pan_troglodytes,0.043,[0.03-0.25],[0.10-0.25]
Ateles_geoffroyi,Pan_troglodytes,0.134,[0.18-0.44],[0.10-0.25]
Callimico_goeldii,Pan_troglodytes,0.049,[0.13-0.32],[0.10-0.25]
Callithrix_geoffroyi,Pan_troglodytes,0.072,[0.02-0.22],[0.10-0.25]
Callithrix_jacchus,Pan_troglodytes,0.144,[0.00-0.09],[0.10-0.25]
Cebuella_pygmaea,Pan_troglodytes,0.071,[0.03-0.20],[0.10-0.25]
Cercopithecus_neglectus,Pan_troglodytes,0.097,[0.01-0.19],[0.10-0.25]
Colobus_guereza,Pan_troglodytes,0.065,[0.05-0.17],[0.10-0.25]
Eulemur_macaco,Pan_troglodytes,0.132,[0.15-0.47],[0.10-0.25]
Galago_moholi,Pan_troglodytes,0.075,[0.02-0.21],[0.10-0.25]
Galago_senegalensis,Pan_troglodytes,0.153,[0.00-0.06],[0.10-0.25]
Gorilla_gorilla,Pan_troglodytes,0.041,[0.12-0.31],[0.10-0.25]
Hylobates_lar,Pan_troglodytes,0.009,[0.07-0.28],[0.10-0.25]
Lemur_catta,Pan_troglodytes,0.013,[0.11-0.20],[0.10-0.25]
Leontopithecus_chrysomelas,Pan_troglodytes,0.051,[0.04-0.22],[0.10-0.25]
Leontopithecus_rosalia,Pan_troglodytes,0.046,[0.06-0.20],[0.10-0.25]
Macaca_fascicularis,Pan_troglodytes,0.114,[0.00-0.14],[0.10-0.25]
Macaca_fuscata,Pan_troglodytes,0.075,[0.02-0.19],[0.10-0.25]
Macaca_nigra,Pan_troglodytes,0.141,[0.00-0.10],[0.10-0.25]
Macaca_silenus,Pan_troglodytes,0.08,[0.03-0.16],[0.10-0.25]
Mandrillus_sphinx,Pan_troglodytes,0.08,[0.02-0.18],[0.10-0.25]
Mico_argentatus,Pan_troglodytes,0.118,[0.00-0.18],[0.10-0.25]
Microcebus_murinus,Pan_troglodytes,0.077,[0.14-0.36],[0.10-0.25]
Nycticebus_coucang,Pan_troglodytes,0.085,[0.01-0.22],[0.10-0.25]
Nycticebus_pygmaeus,Pan_troglodytes,0.097,[0.15-0.39],[0.10-0.25]
Pan_troglodytes,Pan_troglodytes,0,[0.10-0.25],[0.10-0.25]
Papio_hamadryas,Pan_troglodytes,0.12,[0.01-0.10],[0.10-0.25]
Propithecus_coquereli,Pan_troglodytes,0.008,[0.04-0.32],[0.10-0.25]
Saguinus_bicolor,Pan_troglodytes,0.128,[0.00-0.15],[0.10-0.25]
Saguinus_imperator,Pan_troglodytes,0.168,[0.00-0.05],[0.10-0.25]
Saguinus_midas,Pan_troglodytes,0.168,[0.00-0.08],[0.10-0.25]
Saguinus_oedipus,Pan_troglodytes,0.003,[0.11-0.24],[0.10-0.25]
Saimiri_sciureus,Pan_troglodytes,0.091,[0.04-0.13],[0.10-0.25]
Sapajus_apella,Pan_troglodytes,0.053,[0.02-0.25],[0.10-0.25]
Theropithecus_gelada,Pan_troglodytes,0.149,[0.00-0.07],[0.10-0.25]
Trachypithecus_auratus,Pan_troglodytes,0.131,[0.00-0.14],[0.10-0.25]
Trachypithecus_cristatus,Pan_troglodytes,0.133,[0.00-0.13],[0.10-0.25]
Trachypithecus_francoisi,Pan_troglodytes,0.035,[0.04-0.27],[0.10-0.25]
Varecia_rubra,Pan_troglodytes,0.018,[0.10-0.29],[0.10-0.25]
Varecia_variegata,Pan_troglodytes,0.042,[0.13-0.31],[0.10-0.25]
Alouatta_caraya,Papio_hamadryas,0.076,[0.03-0.25],[0.01-0.10]
Ateles_geoffroyi,Papio_hamadryas,0.254,[0.18-0.44],[0.01-0.10]
Callimico_goeldii,Papio_hamadryas,0.169,[0.13-0.32],[0.01-0.10]
Callithrix_geoffroyi,Papio_hamadryas,0.048,[0.02-0.22],[0.01-0.10]
Callithrix_jacchus,Papio_hamadryas,0.024,[0.00-0.09],[0.01-0.10]
Cebuella_pygmaea,Papio_hamadryas,0.049,[0.03-0.20],[0.01-0.10]
Cercopithecus_neglectus,Papio_hamadryas,0.023,[0.01-0.19],[0.01-0.10]
Colobus_guereza,Papio_hamadryas,0.055,[0.05-0.17],[0.01-0.10]
Eulemur_macaco,Papio_hamadryas,0.251,[0.15-0.47],[0.01-0.10]
Galago_moholi,Papio_hamadryas,0.045,[0.02-0.21],[0.01-0.10]
Galago_senegalensis,Papio_hamadryas,0.033,[0.00-0.06],[0.01-0.10]
Gorilla_gorilla,Papio_hamadryas,0.16,[0.12-0.31],[0.01-0.10]
Hylobates_lar,Papio_hamadryas,0.111,[0.07-0.28],[0.01-0.10]
Lemur_catta,Papio_hamadryas,0.107,[0.11-0.20],[0.01-0.10]
Leontopithecus_chrysomelas,Papio_hamadryas,0.069,[0.04-0.22],[0.01-0.10]
Leontopithecus_rosalia,Papio_hamadryas,0.074,[0.06-0.20],[0.01-0.10]
Macaca_fascicularis,Papio_hamadryas,0.006,[0.00-0.14],[0.01-0.10]
Macaca_fuscata,Papio_hamadryas,0.044,[0.02-0.19],[0.01-0.10]
Macaca_nigra,Papio_hamadryas,0.021,[0.00-0.10],[0.01-0.10]
Macaca_silenus,Papio_hamadryas,0.04,[0.03-0.16],[0.01-0.10]
Mandrillus_sphinx,Papio_hamadryas,0.04,[0.02-0.18],[0.01-0.10]
Mico_argentatus,Papio_hamadryas,0.001,[0.00-0.18],[0.01-0.10]
Microcebus_murinus,Papio_hamadryas,0.197,[0.14-0.36],[0.01-0.10]
Nycticebus_coucang,Papio_hamadryas,0.035,[0.01-0.22],[0.01-0.10]
Nycticebus_pygmaeus,Papio_hamadryas,0.217,[0.15-0.39],[0.01-0.10]
Pan_troglodytes,Papio_hamadryas,0.12,[0.10-0.25],[0.01-0.10]
Papio_hamadryas,Papio_hamadryas,0,[0.01-0.10],[0.01-0.10]
Propithecus_coquereli,Papio_hamadryas,0.111,[0.04-0.32],[0.01-0.10]
Saguinus_bicolor,Papio_hamadryas,0.009,[0.00-0.15],[0.01-0.10]
Saguinus_imperator,Papio_hamadryas,0.049,[0.00-0.05],[0.01-0.10]
Saguinus_midas,Papio_hamadryas,0.049,[0.00-0.08],[0.01-0.10]
Saguinus_oedipus,Papio_hamadryas,0.123,[0.11-0.24],[0.01-0.10]
Saimiri_sciureus,Papio_hamadryas,0.029,[0.04-0.13],[0.01-0.10]
Sapajus_apella,Papio_hamadryas,0.067,[0.02-0.25],[0.01-0.10]
Theropithecus_gelada,Papio_hamadryas,0.029,[0.00-0.07],[0.01-0.10]
Trachypithecus_auratus,Papio_hamadryas,0.012,[0.00-0.14],[0.01-0.10]
Trachypithecus_cristatus,Papio_hamadryas,0.013,[0.00-0.13],[0.01-0.10]
Trachypithecus_francoisi,Papio_hamadryas,0.085,[0.04-0.27],[0.01-0.10]
Varecia_rubra,Papio_hamadryas,0.138,[0.10-0.29],[0.01-0.10]
Varecia_variegata,Papio_hamadryas,0.162,[0.13-0.31],[0.01-0.10]
Alouatta_caraya,Propithecus_coquereli,0.035,[0.03-0.25],[0.04-0.32]
Ateles_geoffroyi,Propithecus_coquereli,0.142,[0.18-0.44],[0.04-0.32]
Callimico_goeldii,Propithecus_coquereli,0.057,[0.13-0.32],[0.04-0.32]
Callithrix_geoffroyi,Propithecus_coquereli,0.063,[0.02-0.22],[0.04-0.32]
Callithrix_jacchus,Propithecus_coquereli,0.136,[0.00-0.09],[0.04-0.32]
Cebuella_pygmaea,Propithecus_coquereli,0.062,[0.03-0.20],[0.04-0.32]
Cercopithecus_neglectus,Propithecus_coquereli,0.089,[0.01-0.19],[0.04-0.32]
Colobus_guereza,Propithecus_coquereli,0.057,[0.05-0.17],[0.04-0.32]
Eulemur_macaco,Propithecus_coquereli,0.14,[0.15-0.47],[0.04-0.32]
Galago_moholi,Propithecus_coquereli,0.066,[0.02-0.21],[0.04-0.32]
Galago_senegalensis,Propithecus_coquereli,0.145,[0.00-0.06],[0.04-0.32]
Gorilla_gorilla,Propithecus_coquereli,0.049,[0.12-0.31],[0.04-0.32]
Hylobates_lar,Propithecus_coquereli,0.001,[0.07-0.28],[0.04-0.32]
Lemur_catta,Propithecus_coquereli,0.004,[0.11-0.20],[0.04-0.32]
Leontopithecus_chrysomelas,Propithecus_coquereli,0.042,[0.04-0.22],[0.04-0.32]
Leontopithecus_rosalia,Propithecus_coquereli,0.038,[0.06-0.20],[0.04-0.32]
Macaca_fascicularis,Propithecus_coquereli,0.106,[0.00-0.14],[0.04-0.32]
Macaca_fuscata,Propithecus_coquereli,0.067,[0.02-0.19],[0.04-0.32]
Macaca_nigra,Propithecus_coquereli,0.132,[0.00-0.10],[0.04-0.32]
Macaca_silenus,Propithecus_coquereli,0.072,[0.03-0.16],[0.04-0.32]
Mandrillus_sphinx,Propithecus_coquereli,0.071,[0.02-0.18],[0.04-0.32]
Mico_argentatus,Propithecus_coquereli,0.11,[0.00-0.18],[0.04-0.32]
Microcebus_murinus,Propithecus_coquereli,0.086,[0.14-0.36],[0.04-0.32]
Nycticebus_coucang,Propithecus_coquereli,0.077,[0.01-0.22],[0.04-0.32]
Nycticebus_pygmaeus,Propithecus_coquereli,0.105,[0.15-0.39],[0.04-0.32]
Pan_troglodytes,Propithecus_coquereli,0.008,[0.10-0.25],[0.04-0.32]
Papio_hamadryas,Propithecus_coquereli,0.111,[0.01-0.10],[0.04-0.32]
Propithecus_coquereli,Propithecus_coquereli,0,[0.04-0.32],[0.04-0.32]
Saguinus_bicolor,Propithecus_coquereli,0.12,[0.00-0.15],[0.04-0.32]
Saguinus_imperator,Propithecus_coquereli,0.16,[0.00-0.05],[0.04-0.32]
Saguinus_midas,Propithecus_coquereli,0.16,[0.00-0.08],[0.04-0.32]
Saguinus_oedipus,Propithecus_coquereli,0.012,[0.11-0.24],[0.04-0.32]
Saimiri_sciureus,Propithecus_coquereli,0.082,[0.04-0.13],[0.04-0.32]
Sapajus_apella,Propithecus_coquereli,0.045,[0.02-0.25],[0.04-0.32]
Theropithecus_gelada,Propithecus_coquereli,0.141,[0.00-0.07],[0.04-0.32]
Trachypithecus_auratus,Propithecus_coquereli,0.123,[0.00-0.14],[0.04-0.32]
Trachypithecus_cristatus,Propithecus_coquereli,0.124,[0.00-0.13],[0.04-0.32]
Trachypithecus_francoisi,Propithecus_coquereli,0.027,[0.04-0.27],[0.04-0.32]
Varecia_rubra,Propithecus_coquereli,0.026,[0.10-0.29],[0.04-0.32]
Varecia_variegata,Propithecus_coquereli,0.051,[0.13-0.31],[0.04-0.32]
Alouatta_caraya,Saguinus_bicolor,0.085,[0.03-0.25],[0.00-0.15]
Ateles_geoffroyi,Saguinus_bicolor,0.262,[0.18-0.44],[0.00-0.15]
Callimico_goeldii,Saguinus_bicolor,0.177,[0.13-0.32],[0.00-0.15]
Callithrix_geoffroyi,Saguinus_bicolor,0.057,[0.02-0.22],[0.00-0.15]
Callithrix_jacchus,Saguinus_bicolor,0.016,[0.00-0.09],[0.00-0.15]
Cebuella_pygmaea,Saguinus_bicolor,0.058,[0.03-0.20],[0.00-0.15]
Cercopithecus_neglectus,Saguinus_bicolor,0.031,[0.01-0.19],[0.00-0.15]
Colobus_guereza,Saguinus_bicolor,0.063,[0.05-0.17],[0.00-0.15]
Eulemur_macaco,Saguinus_bicolor,0.26,[0.15-0.47],[0.00-0.15]
Galago_moholi,Saguinus_bicolor,0.054,[0.02-0.21],[0.00-0.15]
Galago_senegalensis,Saguinus_bicolor,0.025,[0.00-0.06],[0.00-0.15]
Gorilla_gorilla,Saguinus_bicolor,0.169,[0.12-0.31],[0.00-0.15]
Hylobates_lar,Saguinus_bicolor,0.119,[0.07-0.28],[0.00-0.15]
Lemur_catta,Saguinus_bicolor,0.116,[0.11-0.20],[0.00-0.15]
Leontopithecus_chrysomelas,Saguinus_bicolor,0.078,[0.04-0.22],[0.00-0.15]
Leontopithecus_rosalia,Saguinus_bicolor,0.082,[0.06-0.20],[0.00-0.15]
Macaca_fascicularis,Saguinus_bicolor,0.014,[0.00-0.14],[0.00-0.15]
Macaca_fuscata,Saguinus_bicolor,0.053,[0.02-0.19],[0.00-0.15]
Macaca_nigra,Saguinus_bicolor,0.012,[0.00-0.10],[0.00-0.15]
Macaca_silenus,Saguinus_bicolor,0.048,[0.03-0.16],[0.00-0.15]
Mandrillus_sphinx,Saguinus_bicolor,0.049,[0.02-0.18],[0.00-0.15]
Mico_argentatus,Saguinus_bicolor,0.01,[0.00-0.18],[0.00-0.15]
Microcebus_murinus,Saguinus_bicolor,0.206,[0.14-0.36],[0.00-0.15]
Nycticebus_coucang,Saguinus_bicolor,0.043,[0.01-0.22],[0.00-0.15]
Nycticebus_pygmaeus,Saguinus_bicolor,0.225,[0.15-0.39],[0.00-0.15]
Pan_troglodytes,Saguinus_bicolor,0.128,[0.10-0.25],[0.00-0.15]
Papio_hamadryas,Saguinus_bicolor,0.009,[0.01-0.10],[0.00-0.15]
Propithecus_coquereli,Saguinus_bicolor,0.12,[0.04-0.32],[0.00-0.15]
Saguinus_bicolor,Saguinus_bicolor,0,[0.00-0.15],[0.00-0.15]
Saguinus_imperator,Saguinus_bicolor,0.04,[0.00-0.05],[0.00-0.15]
Saguinus_midas,Saguinus_bicolor,0.04,[0.00-0.08],[0.00-0.15]
Saguinus_oedipus,Saguinus_bicolor,0.132,[0.11-0.24],[0.00-0.15]
Saimiri_sciureus,Saguinus_bicolor,0.038,[0.04-0.13],[0.00-0.15]
Sapajus_apella,Saguinus_bicolor,0.075,[0.02-0.25],[0.00-0.15]
Theropithecus_gelada,Saguinus_bicolor,0.021,[0.00-0.07],[0.00-0.15]
Trachypithecus_auratus,Saguinus_bicolor,0.003,[0.00-0.14],[0.00-0.15]
Trachypithecus_cristatus,Saguinus_bicolor,0.004,[0.00-0.13],[0.00-0.15]
Trachypithecus_francoisi,Saguinus_bicolor,0.093,[0.04-0.27],[0.00-0.15]
Varecia_rubra,Saguinus_bicolor,0.146,[0.10-0.29],[0.00-0.15]
Varecia_variegata,Saguinus_bicolor,0.171,[0.13-0.31],[0.00-0.15]
Alouatta_caraya,Saguinus_imperator,0.125,[0.03-0.25],[0.00-0.05]
Ateles_geoffroyi,Saguinus_imperator,0.302,[0.18-0.44],[0.00-0.05]
Callimico_goeldii,Saguinus_imperator,0.217,[0.13-0.32],[0.00-0.05]
Callithrix_geoffroyi,Saguinus_imperator,0.097,[0.02-0.22],[0.00-0.05]
Callithrix_jacchus,Saguinus_imperator,0.024,[0.00-0.09],[0.00-0.05]
Cebuella_pygmaea,Saguinus_imperator,0.098,[0.03-0.20],[0.00-0.05]
Cercopithecus_neglectus,Saguinus_imperator,0.071,[0.01-0.19],[0.00-0.05]
Colobus_guereza,Saguinus_imperator,0.103,[0.05-0.17],[0.00-0.05]
Eulemur_macaco,Saguinus_imperator,0.3,[0.15-0.47],[0.00-0.05]
Galago_moholi,Saguinus_imperator,0.094,[0.02-0.21],[0.00-0.05]
Galago_senegalensis,Saguinus_imperator,0.015,[0.00-0.06],[0.00-0.05]
Gorilla_gorilla,Saguinus_imperator,0.209,[0.12-0.31],[0.00-0.05]
Hylobates_lar,Saguinus_imperator,0.159,[0.07-0.28],[0.00-0.05]
Lemur_catta,Saguinus_imperator,0.156,[0.11-0.20],[0.00-0.05]
Leontopithecus_chrysomelas,Saguinus_imperator,0.118,[0.04-0.22],[0.00-0.05]
Leontopithecus_rosalia,Saguinus_imperator,0.122,[0.06-0.20],[0.00-0.05]
Macaca_fascicularis,Saguinus_imperator,0.054,[0.00-0.14],[0.00-0.05]
Macaca_fuscata,Saguinus_imperator,0.093,[0.02-0.19],[0.00-0.05]
Macaca_nigra,Saguinus_imperator,0.028,[0.00-0.10],[0.00-0.05]
Macaca_silenus,Saguinus_imperator,0.088,[0.03-0.16],[0.00-0.05]
Mandrillus_sphinx,Saguinus_imperator,0.089,[0.02-0.18],[0.00-0.05]
Mico_argentatus,Saguinus_imperator,0.05,[0.00-0.18],[0.00-0.05]
Microcebus_murinus,Saguinus_imperator,0.246,[0.14-0.36],[0.00-0.05]
Nycticebus_coucang,Saguinus_imperator,0.083,[0.01-0.22],[0.00-0.05]
Nycticebus_pygmaeus,Saguinus_imperator,0.265,[0.15-0.39],[0.00-0.05]
Pan_troglodytes,Saguinus_imperator,0.168,[0.10-0.25],[0.00-0.05]
Papio_hamadryas,Saguinus_imperator,0.049,[0.01-0.10],[0.00-0.05]
Propithecus_coquereli,Saguinus_imperator,0.16,[0.04-0.32],[0.00-0.05]
Saguinus_bicolor,Saguinus_imperator,0.04,[0.00-0.15],[0.00-0.05]
Saguinus_imperator,Saguinus_imperator,0,[0.00-0.05],[0.00-0.05]
Saguinus_midas,Saguinus_imperator,0,[0.00-0.08],[0.00-0.05]
Saguinus_oedipus,Saguinus_imperator,0.172,[0.11-0.24],[0.00-0.05]
Saimiri_sciureus,Saguinus_imperator,0.078,[0.04-0.13],[0.00-0.05]
Sapajus_apella,Saguinus_imperator,0.115,[0.02-0.25],[0.00-0.05]
Theropithecus_gelada,Saguinus_imperator,0.019,[0.00-0.07],[0.00-0.05]
Trachypithecus_auratus,Saguinus_imperator,0.037,[0.00-0.14],[0.00-0.05]
Trachypithecus_cristatus,Saguinus_imperator,0.036,[0.00-0.13],[0.00-0.05]
Trachypithecus_francoisi,Saguinus_imperator,0.133,[0.04-0.27],[0.00-0.05]
Varecia_rubra,Saguinus_imperator,0.186,[0.10-0.29],[0.00-0.05]
Varecia_variegata,Saguinus_imperator,0.211,[0.13-0.31],[0.00-0.05]
Alouatta_caraya,Saguinus_midas,0.125,[0.03-0.25],[0.00-0.08]
Ateles_geoffroyi,Saguinus_midas,0.302,[0.18-0.44],[0.00-0.08]
Callimico_goeldii,Saguinus_midas,0.217,[0.13-0.32],[0.00-0.08]
Callithrix_geoffroyi,Saguinus_midas,0.097,[0.02-0.22],[0.00-0.08]
Callithrix_jacchus,Saguinus_midas,0.024,[0.00-0.09],[0.00-0.08]
Cebuella_pygmaea,Saguinus_midas,0.098,[0.03-0.20],[0.00-0.08]
Cercopithecus_neglectus,Saguinus_midas,0.071,[0.01-0.19],[0.00-0.08]
Colobus_guereza,Saguinus_midas,0.103,[0.05-0.17],[0.00-0.08]
Eulemur_macaco,Saguinus_midas,0.3,[0.15-0.47],[0.00-0.08]
Galago_moholi,Saguinus_midas,0.094,[0.02-0.21],[0.00-0.08]
Galago_senegalensis,Saguinus_midas,0.015,[0.00-0.06],[0.00-0.08]
Gorilla_gorilla,Saguinus_midas,0.209,[0.12-0.31],[0.00-0.08]
Hylobates_lar,Saguinus_midas,0.159,[0.07-0.28],[0.00-0.08]
Lemur_catta,Saguinus_midas,0.156,[0.11-0.20],[0.00-0.08]
Leontopithecus_chrysomelas,Saguinus_midas,0.118,[0.04-0.22],[0.00-0.08]
Leontopithecus_rosalia,Saguinus_midas,0.122,[0.06-0.20],[0.00-0.08]
Macaca_fascicularis,Saguinus_midas,0.054,[0.00-0.14],[0.00-0.08]
Macaca_fuscata,Saguinus_midas,0.093,[0.02-0.19],[0.00-0.08]
Macaca_nigra,Saguinus_midas,0.028,[0.00-0.10],[0.00-0.08]
Macaca_silenus,Saguinus_midas,0.088,[0.03-0.16],[0.00-0.08]
Mandrillus_sphinx,Saguinus_midas,0.089,[0.02-0.18],[0.00-0.08]
Mico_argentatus,Saguinus_midas,0.05,[0.00-0.18],[0.00-0.08]
Microcebus_murinus,Saguinus_midas,0.246,[0.14-0.36],[0.00-0.08]
Nycticebus_coucang,Saguinus_midas,0.083,[0.01-0.22],[0.00-0.08]
Nycticebus_pygmaeus,Saguinus_midas,0.265,[0.15-0.39],[0.00-0.08]
Pan_troglodytes,Saguinus_midas,0.168,[0.10-0.25],[0.00-0.08]
Papio_hamadryas,Saguinus_midas,0.049,[0.01-0.10],[0.00-0.08]
Propithecus_coquereli,Saguinus_midas,0.16,[0.04-0.32],[0.00-0.08]
Saguinus_bicolor,Saguinus_midas,0.04,[0.00-0.15],[0.00-0.08]
Saguinus_imperator,Saguinus_midas,0,[0.00-0.05],[0.00-0.08]
Saguinus_midas,Saguinus_midas,0,[0.00-0.08],[0.00-0.08]
Saguinus_oedipus,Saguinus_midas,0.172,[0.11-0.24],[0.00-0.08]
Saimiri_sciureus,Saguinus_midas,0.078,[0.04-0.13],[0.00-0.08]
Sapajus_apella,Saguinus_midas,0.115,[0.02-0.25],[0.00-0.08]
Theropithecus_gelada,Saguinus_midas,0.019,[0.00-0.07],[0.00-0.08]
Trachypithecus_auratus,Saguinus_midas,0.037,[0.00-0.14],[0.00-0.08]
Trachypithecus_cristatus,Saguinus_midas,0.036,[0.00-0.13],[0.00-0.08]
Trachypithecus_francoisi,Saguinus_midas,0.133,[0.04-0.27],[0.00-0.08]
Varecia_rubra,Saguinus_midas,0.186,[0.10-0.29],[0.00-0.08]
Varecia_variegata,Saguinus_midas,0.211,[0.13-0.31],[0.00-0.08]
Alouatta_caraya,Saguinus_oedipus,0.047,[0.03-0.25],[0.11-0.24]
Ateles_geoffroyi,Saguinus_oedipus,0.131,[0.18-0.44],[0.11-0.24]
Callimico_goeldii,Saguinus_oedipus,0.046,[0.13-0.32],[0.11-0.24]
Callithrix_geoffroyi,Saguinus_oedipus,0.075,[0.02-0.22],[0.11-0.24]
Callithrix_jacchus,Saguinus_oedipus,0.147,[0.00-0.09],[0.11-0.24]
Cebuella_pygmaea,Saguinus_oedipus,0.074,[0.03-0.20],[0.11-0.24]
Cercopithecus_neglectus,Saguinus_oedipus,0.1,[0.01-0.19],[0.11-0.24]
Colobus_guereza,Saguinus_oedipus,0.069,[0.05-0.17],[0.11-0.24]
Eulemur_macaco,Saguinus_oedipus,0.128,[0.15-0.47],[0.11-0.24]
Galago_moholi,Saguinus_oedipus,0.078,[0.02-0.21],[0.11-0.24]
Galago_senegalensis,Saguinus_oedipus,0.156,[0.00-0.06],[0.11-0.24]
Gorilla_gorilla,Saguinus_oedipus,0.037,[0.12-0.31],[0.11-0.24]
Hylobates_lar,Saguinus_oedipus,0.013,[0.07-0.28],[0.11-0.24]
Lemur_catta,Saguinus_oedipus,0.016,[0.11-0.20],[0.11-0.24]
Leontopithecus_chrysomelas,Saguinus_oedipus,0.054,[0.04-0.22],[0.11-0.24]
Leontopithecus_rosalia,Saguinus_oedipus,0.049,[0.06-0.20],[0.11-0.24]
Macaca_fascicularis,Saguinus_oedipus,0.118,[0.00-0.14],[0.11-0.24]
Macaca_fuscata,Saguinus_oedipus,0.079,[0.02-0.19],[0.11-0.24]
Macaca_nigra,Saguinus_oedipus,0.144,[0.00-0.10],[0.11-0.24]
